,\\Hourly Demand Report,,,
,\\Created at 2021-01-31 07:30:13,,,
,\\For 2020,,,
hour_ending,Date,Hour,Market Demand,Ontario Demand
819,4/02/2020,4,15379,13542
820,4/02/2020,5,15918,13720
821,4/02/2020,6,16519,14133
822,4/02/2020,7,17556,15290
823,4/02/2020,8,18700,16510
824,4/02/2020,9,19100,17072
825,4/02/2020,10,19486,17174
826,4/02/2020,11,19631,17187
827,4/02/2020,12,19444,17052
828,4/02/2020,13,19447,16878
829,4/02/2020,14,18952,16617
830,4/02/2020,15,19153,16649
831,4/02/2020,16,19231,17023
832,4/02/2020,17,19881,17504
833,4/02/2020,18,20855,18154
834,4/02/2020,19,20711,18373
835,4/02/2020,20,20355,18188
836,4/02/2020,21,20172,17851
837,4/02/2020,22,19664,17253
838,4/02/2020,23,18638,16247
839,4/02/2020,24,17762,15307
840,5/02/2020,1,17217,14740
841,5/02/2020,2,16896,14317
842,5/02/2020,3,16826,14155
843,5/02/2020,4,16684,14082
844,5/02/2020,5,17042,14338
845,5/02/2020,6,17806,14999
846,5/02/2020,7,19225,16454
847,5/02/2020,8,20315,18047
848,5/02/2020,9,19857,17900
849,5/02/2020,10,19087,17052
850,5/02/2020,11,18807,16627
851,5/02/2020,12,18706,16509
852,5/02/2020,13,18620,16326
853,5/02/2020,14,18599,16309
854,5/02/2020,15,18591,16270
855,5/02/2020,16,19043,16761
856,5/02/2020,17,20151,17734
857,5/02/2020,18,21049,18626
858,5/02/2020,19,21714,19198
859,5/02/2020,20,21401,18945
860,5/02/2020,21,20926,18509
861,5/02/2020,22,19880,17712
862,5/02/2020,23,18769,16647
863,5/02/2020,24,17642,15586
864,6/02/2020,1,17074,14922
865,6/02/2020,2,16782,14536
866,6/02/2020,3,16513,14298
867,6/02/2020,4,16561,14252
868,6/02/2020,5,17079,14529
869,6/02/2020,6,18003,15019
870,6/02/2020,7,19104,16176
871,6/02/2020,8,20207,17629
872,6/02/2020,9,20377,17990
873,6/02/2020,10,20299,18047
874,6/02/2020,11,20433,18195
875,6/02/2020,12,20624,18307
876,6/02/2020,13,20581,18296
877,6/02/2020,14,20457,18257
878,6/02/2020,15,20774,18189
879,6/02/2020,16,20742,18172
880,6/02/2020,17,21127,18552
881,6/02/2020,18,21792,19051
882,6/02/2020,19,21965,19211
883,6/02/2020,20,21590,18971
884,6/02/2020,21,21361,18587
885,6/02/2020,22,20805,17801
886,6/02/2020,23,19595,16830
887,6/02/2020,24,18579,15929
888,7/02/2020,1,17824,15095
889,7/02/2020,2,17514,14610
890,7/02/2020,3,17181,14473
891,7/02/2020,4,17298,14349
892,7/02/2020,5,17264,14474
893,7/02/2020,6,17273,15075
894,7/02/2020,7,18676,16277
895,7/02/2020,8,19826,17465
896,7/02/2020,9,20416,17902
897,7/02/2020,10,20695,18100
898,7/02/2020,11,20862,18177
899,7/02/2020,12,20820,18142
900,7/02/2020,13,20712,18050
901,7/02/2020,14,20568,17910
902,7/02/2020,15,20392,17764
903,7/02/2020,16,20262,17627
904,7/02/2020,17,20738,18024
905,7/02/2020,18,21877,18658
906,7/02/2020,19,22450,19435
907,7/02/2020,20,22093,19061
908,7/02/2020,21,21252,18715
909,7/02/2020,22,20466,18193
910,7/02/2020,23,19755,17262
911,7/02/2020,24,18861,16236
912,8/02/2020,1,18150,15673
913,8/02/2020,2,17872,15270
914,8/02/2020,3,17838,15022
915,8/02/2020,4,17699,14890
916,8/02/2020,5,17585,14918
917,8/02/2020,6,17873,15201
918,8/02/2020,7,18177,15720
919,8/02/2020,8,18871,16422
920,8/02/2020,9,19449,17245
921,8/02/2020,10,19806,17669
922,8/02/2020,11,19979,17963
923,8/02/2020,12,19768,17874
924,8/02/2020,13,19443,17500
925,8/02/2020,14,19100,17246
926,8/02/2020,15,18733,16925
927,8/02/2020,16,18863,16910
928,8/02/2020,17,19384,17393
929,8/02/2020,18,20422,18369
930,8/02/2020,19,20969,18890
931,8/02/2020,20,20494,18364
932,8/02/2020,21,19481,17774
933,8/02/2020,22,18947,17272
934,8/02/2020,23,18280,16784
935,8/02/2020,24,17419,16010
936,9/02/2020,1,17915,15490
937,9/02/2020,2,17579,15035
938,9/02/2020,3,17257,14756
939,9/02/2020,4,17123,14665
940,9/02/2020,5,17286,14746
941,9/02/2020,6,17207,14889
942,9/02/2020,7,17064,15188
943,9/02/2020,8,17100,15704
944,9/02/2020,9,17693,16330
945,9/02/2020,10,18151,16641
946,9/02/2020,11,18120,16671
947,9/02/2020,12,18456,16784
948,9/02/2020,13,19036,16734
949,9/02/2020,14,19334,16564
950,9/02/2020,15,19204,16621
951,9/02/2020,16,19240,16853
952,9/02/2020,17,19573,17487
953,9/02/2020,18,19955,17928
954,9/02/2020,19,19628,18122
955,9/02/2020,20,20080,17764
956,9/02/2020,21,19802,17483
957,9/02/2020,22,19235,16849
958,9/02/2020,23,18600,16047
959,9/02/2020,24,17860,15180
960,10/02/2020,1,17611,14718
961,10/02/2020,2,16982,14309
962,10/02/2020,3,16683,14124
963,10/02/2020,4,16674,14110
964,10/02/2020,5,16764,14221
965,10/02/2020,6,16970,14626
966,10/02/2020,7,18252,15949
967,10/02/2020,8,19582,17341
968,10/02/2020,9,19899,17728
969,10/02/2020,10,19916,17745
970,10/02/2020,11,19829,17451
971,10/02/2020,12,19343,17239
972,10/02/2020,13,19112,16978
973,10/02/2020,14,19336,16910
974,10/02/2020,15,19550,16929
975,10/02/2020,16,19355,16897
976,10/02/2020,17,19792,17507
977,10/02/2020,18,20617,18301
978,10/02/2020,19,21133,18731
979,10/02/2020,20,20567,18459
980,10/02/2020,21,20207,18037
981,10/02/2020,22,19559,17307
982,10/02/2020,23,18550,16331
983,10/02/2020,24,17512,15258
984,11/02/2020,1,17042,14602
985,11/02/2020,2,16657,14174
986,11/02/2020,3,16405,13917
987,11/02/2020,4,16200,13758
988,11/02/2020,5,16293,13892
989,11/02/2020,6,16884,14393
990,11/02/2020,7,17986,15654
991,11/02/2020,8,19347,17087
992,11/02/2020,9,19523,17417
993,11/02/2020,10,19749,17470
994,11/02/2020,11,19711,17210
995,11/02/2020,12,18996,16630
996,11/02/2020,13,18647,16230
997,11/02/2020,14,18547,16121
998,11/02/2020,15,18857,16185
999,11/02/2020,16,19302,16682
1000,11/02/2020,17,19826,17324
1001,11/02/2020,18,20556,18016
1002,11/02/2020,19,21040,18354
1003,11/02/2020,20,20743,18143
1004,11/02/2020,21,20308,17711
1005,11/02/2020,22,19737,17072
1006,11/02/2020,23,18717,16057
1007,11/02/2020,24,17563,15084
1008,12/02/2020,1,16914,14510
1009,12/02/2020,2,16514,14139
1010,12/02/2020,3,16214,13857
1011,12/02/2020,4,16330,13799
1012,12/02/2020,5,16663,14064
1013,12/02/2020,6,17194,14657
1014,12/02/2020,7,18479,15898
1015,12/02/2020,8,19391,17108
1016,12/02/2020,9,19041,17052
1017,12/02/2020,10,18592,16633
1018,12/02/2020,11,18441,16215
1019,12/02/2020,12,18275,15849
1020,12/02/2020,13,18337,15718
1021,12/02/2020,14,18740,15977
1022,12/02/2020,15,19384,16167
1023,12/02/2020,16,19408,16610
1024,12/02/2020,17,19967,17381
1025,12/02/2020,18,20449,18154
1026,12/02/2020,19,20839,18598
1027,12/02/2020,20,20526,18401
1028,12/02/2020,21,20125,17995
1029,12/02/2020,22,19278,17270
1030,12/02/2020,23,18082,16203
1031,12/02/2020,24,16897,15237
1032,13/02/2020,1,16885,14743
1033,13/02/2020,2,16529,14373
1034,13/02/2020,3,16400,14097
1035,13/02/2020,4,16031,13951
1036,13/02/2020,5,16392,14062
1037,13/02/2020,6,17403,14847
1038,13/02/2020,7,18752,16212
1039,13/02/2020,8,19698,17411
1040,13/02/2020,9,20010,17772
1041,13/02/2020,10,20070,17883
1042,13/02/2020,11,19876,17690
1043,13/02/2020,12,19866,17554
1044,13/02/2020,13,19939,17560
1045,13/02/2020,14,20286,17469
1046,13/02/2020,15,19994,17551
1047,13/02/2020,16,20162,17653
1048,13/02/2020,17,20646,18055
1049,13/02/2020,18,21442,18767
1050,13/02/2020,19,22165,19232
1051,13/02/2020,20,21912,19216
1052,13/02/2020,21,21690,19163
1053,13/02/2020,22,21248,18994
1054,13/02/2020,23,19841,17689
1055,13/02/2020,24,18699,16714
1056,14/02/2020,1,18203,16182
1057,14/02/2020,2,18094,15743
1058,14/02/2020,3,18209,15735
1059,14/02/2020,4,18236,15895
1060,14/02/2020,5,18205,16069
1061,14/02/2020,6,18359,16610
1062,14/02/2020,7,20056,17912
1063,14/02/2020,8,21176,19291
1064,14/02/2020,9,21127,19278
1065,14/02/2020,10,21201,19040
1066,14/02/2020,11,20915,18582
1067,14/02/2020,12,20640,18115
1068,14/02/2020,13,19890,17724
1069,14/02/2020,14,19464,17484
1070,14/02/2020,15,19444,17526
1071,14/02/2020,16,19906,17890
1072,14/02/2020,17,20298,18302
1073,14/02/2020,18,21393,19152
1074,14/02/2020,19,22071,19630
1075,14/02/2020,20,22143,19393
1076,14/02/2020,21,21332,18903
1077,14/02/2020,22,20423,18256
1078,14/02/2020,23,19458,17365
1079,14/02/2020,24,18236,16267
1080,15/02/2020,1,17971,15553
1081,15/02/2020,2,17683,15119
1082,15/02/2020,3,17396,14757
1083,15/02/2020,4,17373,14752
1084,15/02/2020,5,17206,14744
1085,15/02/2020,6,17571,14976
1086,15/02/2020,7,18283,15451
1087,15/02/2020,8,18830,16005
1088,15/02/2020,9,18950,16434
1089,15/02/2020,10,19101,16610
1090,15/02/2020,11,19072,16533
1091,15/02/2020,12,19153,16427
1092,15/02/2020,13,19165,16193
1093,15/02/2020,14,19300,16000
1094,15/02/2020,15,19095,15997
1095,15/02/2020,16,19575,16592
1096,15/02/2020,17,19833,17102
1097,15/02/2020,18,20451,17783
1098,15/02/2020,19,20773,18050
1099,15/02/2020,20,20058,17485
1100,15/02/2020,21,19373,16972
1101,15/02/2020,22,18763,16384
1102,15/02/2020,23,18150,15691
1103,15/02/2020,24,17436,14935
1104,16/02/2020,1,16793,14266
1105,16/02/2020,2,16198,13791
1106,16/02/2020,3,16506,13636
1107,16/02/2020,4,16409,13625
1108,16/02/2020,5,15980,13612
1109,16/02/2020,6,15931,13704
1110,16/02/2020,7,16379,14156
1111,16/02/2020,8,16653,14613
1112,16/02/2020,9,17120,15078
1113,16/02/2020,10,17265,15329
1114,16/02/2020,11,17140,15178
1115,16/02/2020,12,17109,14821
1116,16/02/2020,13,17096,14612
1117,16/02/2020,14,17182,14407
1118,16/02/2020,15,17257,14410
1119,16/02/2020,16,17206,14586
1120,16/02/2020,17,17790,15347
1121,16/02/2020,18,18402,16399
1122,16/02/2020,19,19240,17061
1123,16/02/2020,20,18787,16743
1124,16/02/2020,21,18262,16416
1125,16/02/2020,22,17791,15912
1126,16/02/2020,23,17073,15265
1127,16/02/2020,24,16260,14506
1128,17/02/2020,1,15584,14085
1129,17/02/2020,2,15807,13862
1130,17/02/2020,3,15658,13658
1131,17/02/2020,4,15416,13648
1132,17/02/2020,5,15447,13791
1133,17/02/2020,6,16068,14085
1134,17/02/2020,7,16722,14512
1135,17/02/2020,8,17224,14925
1136,17/02/2020,9,17246,15043
1137,17/02/2020,10,16734,14870
1138,17/02/2020,11,16818,14694
1139,17/02/2020,12,16951,14599
1140,17/02/2020,13,17036,14514
1141,17/02/2020,14,16687,14497
1142,17/02/2020,15,16545,14491
1143,17/02/2020,16,17023,14896
1144,17/02/2020,17,17856,15846
1145,17/02/2020,18,19081,17072
1146,17/02/2020,19,19733,17684
1147,17/02/2020,20,19530,17346
1148,17/02/2020,21,19241,16939
1149,17/02/2020,22,18846,16291
1150,17/02/2020,23,18100,15419
1151,17/02/2020,24,17462,14560
1152,18/02/2020,1,16817,13888
1153,18/02/2020,2,16520,13529
1154,18/02/2020,3,16367,13537
1155,18/02/2020,4,16439,13571
1156,18/02/2020,5,16469,13785
1157,18/02/2020,6,17135,14413
1158,18/02/2020,7,18283,15828
1159,18/02/2020,8,18396,16930
1160,18/02/2020,9,19127,17452
1161,18/02/2020,10,19626,17588
1162,18/02/2020,11,20019,17693
1163,18/02/2020,12,20077,17684
1164,18/02/2020,13,19836,17400
1165,18/02/2020,14,19579,17170
1166,18/02/2020,15,19331,17025
1167,18/02/2020,16,19860,17159
1168,18/02/2020,17,20421,17560
1169,18/02/2020,18,21104,18257
1170,18/02/2020,19,21228,18565
1171,18/02/2020,20,20827,18372
1172,18/02/2020,21,20417,18010
1173,18/02/2020,22,19452,17230
1174,18/02/2020,23,18637,16147
1175,18/02/2020,24,17746,15198
1176,19/02/2020,1,16832,14438
1177,19/02/2020,2,16394,13973
1178,19/02/2020,3,16519,13997
1179,19/02/2020,4,16451,14031
1180,19/02/2020,5,16665,14142
1181,19/02/2020,6,17339,14685
1182,19/02/2020,7,18611,15947
1183,19/02/2020,8,19789,17510
1184,19/02/2020,9,19520,17408
1185,19/02/2020,10,18919,16872
1186,19/02/2020,11,18608,16428
1187,19/02/2020,12,18339,16322
1188,19/02/2020,13,18482,16322
1189,19/02/2020,14,17989,16014
1190,19/02/2020,15,18060,16102
1191,19/02/2020,16,18783,16649
1192,19/02/2020,17,19878,17587
1193,19/02/2020,18,20870,18611
1194,19/02/2020,19,21452,19279
1195,19/02/2020,20,21451,19170
1196,19/02/2020,21,20719,18772
1197,19/02/2020,22,20310,18087
1198,19/02/2020,23,19104,17043
1199,19/02/2020,24,18127,15970
1200,20/02/2020,1,17417,15190
1201,20/02/2020,2,17113,14797
1202,20/02/2020,3,16990,14648
1203,20/02/2020,4,17216,14773
1204,20/02/2020,5,17409,14932
1205,20/02/2020,6,18117,15563
1206,20/02/2020,7,19500,16951
1207,20/02/2020,8,19979,18091
1208,20/02/2020,9,20095,17944
1209,20/02/2020,10,19673,17318
1210,20/02/2020,11,19301,16854
1211,20/02/2020,12,18851,16680
1212,20/02/2020,13,18857,16665
1213,20/02/2020,14,19428,16791
1214,20/02/2020,15,19392,16831
1215,20/02/2020,16,19715,17183
1216,20/02/2020,17,19946,17810
1217,20/02/2020,18,20975,18653
1218,20/02/2020,19,22102,19498
1219,20/02/2020,20,22161,19610
1220,20/02/2020,21,21937,19184
1221,20/02/2020,22,20497,18571
1222,20/02/2020,23,20161,17509
1223,20/02/2020,24,18681,16303
1224,21/02/2020,1,18116,15749
1225,21/02/2020,2,17513,15378
1226,21/02/2020,3,17573,15085
1227,21/02/2020,4,17380,14856
1228,21/02/2020,5,17506,14979
1229,21/02/2020,6,18370,15638
1230,21/02/2020,7,19137,16713
1231,21/02/2020,8,20232,17577
1232,21/02/2020,9,20192,17345
1233,21/02/2020,10,19887,16956
1234,21/02/2020,11,19387,16417
1235,21/02/2020,12,18903,16001
1236,21/02/2020,13,18717,15790
1237,21/02/2020,14,18649,15597
1238,21/02/2020,15,18426,15394
1239,21/02/2020,16,18439,15543
1240,21/02/2020,17,18507,16216
1241,21/02/2020,18,19650,17198
1242,21/02/2020,19,20858,18018
1243,21/02/2020,20,20645,18020
1244,21/02/2020,21,20128,17718
1245,21/02/2020,22,19859,17131
1246,21/02/2020,23,18885,16187
1247,21/02/2020,24,17991,15075
1248,22/02/2020,1,17214,14429
1249,22/02/2020,2,17088,13949
1250,22/02/2020,3,16923,13685
1251,22/02/2020,4,16448,13548
1252,22/02/2020,5,16743,13647
1253,22/02/2020,6,16789,13850
1254,22/02/2020,7,17210,14316
1255,22/02/2020,8,17451,14856
1256,22/02/2020,9,17648,15092
1257,22/02/2020,10,17612,14754
1258,22/02/2020,11,17452,14554
1259,22/02/2020,12,17193,14423
1260,22/02/2020,13,17298,14225
1261,22/02/2020,14,16898,13929
1262,22/02/2020,15,17128,13819
1263,22/02/2020,16,17268,14031
1264,22/02/2020,17,17703,14857
1265,22/02/2020,18,18686,15964
1266,22/02/2020,19,19089,16520
1267,22/02/2020,20,19203,16363
1268,22/02/2020,21,18614,15896
1269,22/02/2020,22,18178,15398
1270,22/02/2020,23,17447,14693
1271,22/02/2020,24,16521,13903
1272,23/02/2020,1,16330,13440
1273,23/02/2020,2,16080,13036
1274,23/02/2020,3,16061,12822
1275,23/02/2020,4,16047,12791
1276,23/02/2020,5,15664,12732
1277,23/02/2020,6,15753,12924
1278,23/02/2020,7,16066,13310
1279,23/02/2020,8,16273,13603
1280,23/02/2020,9,16061,13699
1281,23/02/2020,10,16134,13545
1282,23/02/2020,11,16096,13423
1283,23/02/2020,12,16350,13327
1284,23/02/2020,13,16494,13185
1285,23/02/2020,14,16437,13140
1286,23/02/2020,15,16578,13113
1287,23/02/2020,16,16212,13345
1288,23/02/2020,17,16829,14261
1289,23/02/2020,18,18149,15534
1290,23/02/2020,19,18895,16225
1291,23/02/2020,20,18863,16272
1292,23/02/2020,21,18727,15914
1293,23/02/2020,22,18382,15349
1294,23/02/2020,23,17505,14488
1295,23/02/2020,24,16410,13522
1296,24/02/2020,1,16073,13004
1297,24/02/2020,2,15901,12702
1298,24/02/2020,3,16070,12683
1299,24/02/2020,4,15972,12686
1300,24/02/2020,5,15494,12837
1301,24/02/2020,6,16314,13638
1302,24/02/2020,7,17580,15075
1303,24/02/2020,8,18510,16171
1304,24/02/2020,9,18638,16086
1305,24/02/2020,10,18082,15652
1306,24/02/2020,11,17808,15332
1307,24/02/2020,12,17577,15154
1308,24/02/2020,13,17597,15057
1309,24/02/2020,14,17482,15006
1310,24/02/2020,15,17666,15200
1311,24/02/2020,16,17660,15417
1312,24/02/2020,17,18468,16219
1313,24/02/2020,18,19636,17348
1314,24/02/2020,19,20187,17862
1315,24/02/2020,20,19795,17749
1316,24/02/2020,21,18985,17232
1317,24/02/2020,22,18615,16668
1318,24/02/2020,23,17613,15682
1319,24/02/2020,24,16893,14652
1320,25/02/2020,1,16283,13802
1321,25/02/2020,2,15874,13456
1322,25/02/2020,3,15581,13175
1323,25/02/2020,4,15855,13123
1324,25/02/2020,5,16155,13237
1325,25/02/2020,6,16851,13890
1326,25/02/2020,7,17967,15167
1327,25/02/2020,8,18954,16418
1328,25/02/2020,9,19364,16999
1329,25/02/2020,10,19317,16878
1330,25/02/2020,11,19101,16808
1331,25/02/2020,12,19234,16678
1332,25/02/2020,13,18838,16412
1333,25/02/2020,14,18766,16165
1334,25/02/2020,15,18506,16180
1335,25/02/2020,16,18754,16426
1336,25/02/2020,17,18987,16874
1337,25/02/2020,18,19814,17429
1338,25/02/2020,19,20271,17690
1339,25/02/2020,20,20275,17634
1340,25/02/2020,21,19837,17266
1341,25/02/2020,22,19277,16709
1342,25/02/2020,23,18235,15724
1343,25/02/2020,24,17340,14521
1344,26/02/2020,1,16854,14012
1345,26/02/2020,2,16543,13679
1346,26/02/2020,3,16214,13470
1347,26/02/2020,4,16239,13350
1348,26/02/2020,5,16545,13487
1349,26/02/2020,6,17305,14349
1350,26/02/2020,7,18185,15642
1351,26/02/2020,8,19130,16816
1352,26/02/2020,9,19788,17311
1353,26/02/2020,10,19627,17480
1354,26/02/2020,11,19984,17825
1355,26/02/2020,12,19689,17527
1356,26/02/2020,13,19508,17471
1357,26/02/2020,14,19340,17390
1358,26/02/2020,15,19420,17488
1359,26/02/2020,16,19660,17614
1360,26/02/2020,17,20191,18108
1361,26/02/2020,18,20931,18668
1362,26/02/2020,19,20759,18533
1363,26/02/2020,20,20615,18385
1364,26/02/2020,21,20251,18014
1365,26/02/2020,22,19691,17331
1366,26/02/2020,23,18741,16402
1367,26/02/2020,24,17392,15262
1368,27/02/2020,1,17538,14749
1369,27/02/2020,2,16891,14302
1370,27/02/2020,3,16761,14183
1371,27/02/2020,4,16842,14078
1372,27/02/2020,5,16992,14189
1373,27/02/2020,6,17718,14734
1374,27/02/2020,7,18554,16027
1375,27/02/2020,8,19295,16989
1376,27/02/2020,9,19471,17389
1377,27/02/2020,10,19864,17371
1378,27/02/2020,11,20236,17339
1379,27/02/2020,12,19971,17354
1380,27/02/2020,13,19550,17301
1381,27/02/2020,14,19302,17341
1382,27/02/2020,15,19413,17319
1383,27/02/2020,16,19601,17390
1384,27/02/2020,17,19787,17874
1385,27/02/2020,18,20898,18478
1386,27/02/2020,19,21584,18910
1387,27/02/2020,20,21751,19013
1388,27/02/2020,21,21289,18646
1389,27/02/2020,22,20469,17933
1390,27/02/2020,23,19232,16809
1391,27/02/2020,24,18351,15828
1392,28/02/2020,1,17956,15116
1393,28/02/2020,2,17753,14731
1394,28/02/2020,3,17581,14522
1395,28/02/2020,4,17653,14569
1396,28/02/2020,5,17343,14676
1397,28/02/2020,6,17586,15260
1398,28/02/2020,7,19027,16723
1399,28/02/2020,8,19928,17713
1400,28/02/2020,9,20004,17821
1401,28/02/2020,10,19920,17664
1402,28/02/2020,11,19770,17470
1403,28/02/2020,12,19460,17180
1404,28/02/2020,13,19211,16963
1405,28/02/2020,14,19166,17032
1406,28/02/2020,15,19191,17016
1407,28/02/2020,16,19248,17125
1408,28/02/2020,17,19899,17619
1409,28/02/2020,18,20391,18216
1410,28/02/2020,19,21145,18711
1411,28/02/2020,20,20835,18744
1412,28/02/2020,21,20946,18426
1413,28/02/2020,22,19938,17618
1414,28/02/2020,23,19193,16849
1415,28/02/2020,24,18103,15987
1416,29/02/2020,1,17321,15207
1417,29/02/2020,2,17038,14829
1418,29/02/2020,3,16930,14670
1419,29/02/2020,4,16963,14589
1420,29/02/2020,5,16899,14587
1421,29/02/2020,6,17316,14960
1422,29/02/2020,7,18002,15652
1423,29/02/2020,8,18167,16178
1424,29/02/2020,9,18565,16694
1425,29/02/2020,10,18554,16824
1426,29/02/2020,11,18170,16435
1427,29/02/2020,12,17926,16137
1428,29/02/2020,13,17742,15993
1429,29/02/2020,14,17415,15597
1430,29/02/2020,15,17528,15493
1431,29/02/2020,16,17867,15576
1432,29/02/2020,17,18442,16301
1433,29/02/2020,18,18853,17014
1434,29/02/2020,19,19745,17737
1435,29/02/2020,20,19475,17645
1436,29/02/2020,21,18782,17224
1437,29/02/2020,22,18485,16608
1438,29/02/2020,23,17368,15897
1439,29/02/2020,24,16784,15199
1440,1/03/2020,1,16748,14627
1441,1/03/2020,2,16490,14326
1442,1/03/2020,3,16483,14324
1443,1/03/2020,4,16339,14275
1444,1/03/2020,5,16160,14144
1445,1/03/2020,6,16516,14485
1446,1/03/2020,7,16923,14966
1447,1/03/2020,8,16924,15198
1448,1/03/2020,9,16930,15151
1449,1/03/2020,10,17137,15090
1450,1/03/2020,11,17010,15043
1451,1/03/2020,12,16807,14917
1452,1/03/2020,13,16638,14719
1453,1/03/2020,14,16638,14649
1454,1/03/2020,15,16804,14592
1455,1/03/2020,16,17482,15020
1456,1/03/2020,17,18560,16035
1457,1/03/2020,18,19438,16995
1458,1/03/2020,19,20169,17684
1459,1/03/2020,20,19715,17370
1460,1/03/2020,21,19047,16764
1461,1/03/2020,22,18249,16075
1462,1/03/2020,23,17662,15220
1463,1/03/2020,24,16908,14272
1464,2/03/2020,1,16645,13662
1465,2/03/2020,2,15985,13259
1466,2/03/2020,3,16183,13115
1467,2/03/2020,4,16405,13059
1468,2/03/2020,5,16231,13251
1469,2/03/2020,6,16633,13788
1470,2/03/2020,7,17741,14971
1471,2/03/2020,8,18498,15956
1472,2/03/2020,9,18772,16389
1473,2/03/2020,10,18826,16538
1474,2/03/2020,11,18702,16518
1475,2/03/2020,12,18729,16621
1476,2/03/2020,13,18712,16697
1477,2/03/2020,14,18653,16721
1478,2/03/2020,15,18742,16812
1479,2/03/2020,16,18717,16774
1480,2/03/2020,17,18977,17050
1481,2/03/2020,18,19484,17436
1482,2/03/2020,19,19588,17857
1483,2/03/2020,20,19294,17789
1484,2/03/2020,21,19433,17604
1485,2/03/2020,22,18691,16829
1486,2/03/2020,23,17742,15880
1487,2/03/2020,24,16514,14810
1488,3/03/2020,1,15766,14072
1489,3/03/2020,2,15515,13742
1490,3/03/2020,3,15370,13579
1491,3/03/2020,4,15760,13674
1492,3/03/2020,5,15937,13916
1493,3/03/2020,6,16529,14516
1494,3/03/2020,7,17454,15668
1495,3/03/2020,8,18385,16779
1496,3/03/2020,9,18523,16745
1497,3/03/2020,10,18327,16599
1498,3/03/2020,11,18539,16794
1499,3/03/2020,12,18511,16787
1500,3/03/2020,13,18027,16789
1501,3/03/2020,14,18212,16990
1502,3/03/2020,15,18329,17095
1503,3/03/2020,16,18289,16988
1504,3/03/2020,17,19010,17390
1505,3/03/2020,18,19377,17788
1506,3/03/2020,19,19822,18024
1507,3/03/2020,20,19727,17848
1508,3/03/2020,21,19353,17462
1509,3/03/2020,22,18604,16759
1510,3/03/2020,23,17731,15720
1511,3/03/2020,24,16773,14493
1512,4/03/2020,1,15870,13878
1513,4/03/2020,2,15483,13538
1514,4/03/2020,3,15148,13283
1515,4/03/2020,4,15095,13261
1516,4/03/2020,5,15409,13419
1517,4/03/2020,6,16126,14015
1518,4/03/2020,7,17236,15233
